Frequency,APSD,sd
20985.6,1.44658e-07,7.62525e-10
20988.8,1.45027e-07,7.64436e-10
20992,1.44293e-07,7.60591e-10
20995.2,1.44068e-07,7.59399e-10
20998.4,1.43757e-07,7.57804e-10
21001.6,1.45071e-07,7.64699e-10
21004.8,1.44571e-07,7.622e-10
21008,1.44876e-07,7.63666e-10
21011.2,1.43988e-07,7.59023e-10
21014.4,1.43154e-07,7.54561e-10
21017.6,1.44517e-07,7.61846e-10
21020.8,1.44994e-07,7.64343e-10
21024,1.43746e-07,7.57727e-10
21027.2,1.43255e-07,7.55156e-10
21030.4,1.45374e-07,7.66427e-10
21033.6,1.45078e-07,7.64873e-10
21036.8,1.44902e-07,7.63855e-10
21040,1.44976e-07,7.64214e-10
21043.2,1.4415e-07,7.59891e-10
21046.4,1.4344e-07,7.56248e-10
21049.6,1.43694e-07,7.57513e-10
21052.8,1.44141e-07,7.59943e-10
21056,1.44111e-07,7.5962e-10
21059.2,1.43262e-07,7.55179e-10
21062.4,1.4489e-07,7.63759e-10
21065.6,1.44497e-07,7.61739e-10
21068.8,1.44021e-07,7.59214e-10
21072,1.44689e-07,7.62688e-10
21075.2,1.44896e-07,7.63837e-10
21078.4,1.45878e-07,7.68952e-10
21081.6,1.45315e-07,7.65993e-10
21084.8,1.44542e-07,7.61954e-10
21088,1.44151e-07,7.59964e-10
21091.2,1.4429e-07,7.60662e-10
21094.4,1.45793e-07,7.68676e-10
21097.6,1.4398e-07,7.58998e-10
21100.8,1.44461e-07,7.61508e-10
21104,1.44107e-07,7.59741e-10
21107.2,1.43504e-07,7.56472e-10
21110.4,1.43678e-07,7.57436e-10
21113.6,1.43752e-07,7.57874e-10
21116.8,1.45309e-07,7.66017e-10
21120,1.45475e-07,7.66787e-10
21123.2,1.44349e-07,7.609e-10
21126.4,1.43259e-07,7.55171e-10
21129.6,1.44784e-07,7.63117e-10
21132.8,1.44777e-07,7.63163e-10
21136,1.44231e-07,7.60292e-10
21139.2,1.44676e-07,7.62602e-10
21142.4,1.44208e-07,7.60159e-10
21145.6,1.44084e-07,7.59505e-10
21148.8,1.45461e-07,7.667e-10
21152,1.45315e-07,7.6597e-10
21155.2,1.43468e-07,7.56251e-10
21158.4,1.43911e-07,7.58603e-10
21161.6,1.44288e-07,7.60633e-10
21164.8,1.44693e-07,7.62878e-10
21168,1.43142e-07,7.54611e-10
21171.2,1.42971e-07,7.53698e-10
21174.4,1.43019e-07,7.53925e-10
21177.6,1.44493e-07,7.61627e-10
21180.8,1.44768e-07,7.63147e-10
21184,1.44414e-07,7.61294e-10
21187.2,1.43835e-07,7.58199e-10
21190.4,1.43968e-07,7.58972e-10
21193.6,1.43202e-07,7.5482e-10
21196.8,1.42892e-07,7.53191e-10
21200,1.43898e-07,7.58468e-10
21203.2,1.45604e-07,7.67441e-10
21206.4,1.46211e-07,7.70708e-10
21209.6,1.45555e-07,7.67299e-10
21212.8,1.43779e-07,7.57893e-10
21216,1.43338e-07,7.55603e-10
21219.2,1.4429e-07,7.60608e-10
21222.4,1.45893e-07,7.69098e-10
21225.6,1.45003e-07,7.64483e-10
21228.8,1.45405e-07,7.66497e-10
21232,1.45301e-07,7.65889e-10
21235.2,1.45062e-07,7.64747e-10
21238.4,1.44247e-07,7.60362e-10
21241.6,1.44301e-07,7.60672e-10
21244.8,1.45555e-07,7.67263e-10
21248,1.44799e-07,7.6325e-10
21251.2,1.42822e-07,7.52869e-10
21254.4,1.43931e-07,7.58712e-10
21257.6,1.44648e-07,7.62521e-10
21260.8,1.44206e-07,7.60162e-10
21264,1.43654e-07,7.57302e-10
21267.2,1.43945e-07,7.58914e-10
21270.4,1.45098e-07,7.64832e-10
21273.6,1.45595e-07,7.67509e-10
21276.8,1.44606e-07,7.62216e-10
21280,1.44357e-07,7.61002e-10
21283.2,1.44371e-07,7.61148e-10
21286.4,1.44913e-07,7.63947e-10
21289.6,1.44284e-07,7.60586e-10
21292.8,1.44907e-07,7.63776e-10
21296,1.45054e-07,7.64572e-10
21299.2,1.45242e-07,7.65637e-10
21302.4,1.45425e-07,7.66685e-10
21305.6,1.46261e-07,7.71058e-10
21308.8,1.46139e-07,7.70293e-10
21312,1.45091e-07,7.64794e-10
21315.2,1.44515e-07,7.61739e-10
21318.4,1.44489e-07,7.61585e-10
21321.6,1.43891e-07,7.5842e-10
21324.8,1.44488e-07,7.61598e-10
21328,1.44547e-07,7.61901e-10
21331.2,1.44562e-07,7.6204e-10
21334.4,1.43353e-07,7.55754e-10
21337.6,1.44918e-07,7.63871e-10
21340.8,1.45221e-07,7.65494e-10
21344,1.43158e-07,7.54651e-10
21347.2,1.43691e-07,7.5763e-10
21350.4,1.44233e-07,7.60344e-10
21353.6,1.43832e-07,7.58211e-10
21356.8,1.43401e-07,7.55997e-10
21360,1.42568e-07,7.51506e-10
21363.2,1.43743e-07,7.57716e-10
21366.4,1.44263e-07,7.60431e-10
21369.6,1.44408e-07,7.61237e-10
21372.8,1.44139e-07,7.59778e-10
21376,1.45133e-07,7.64989e-10
21379.2,1.44757e-07,7.63178e-10
21382.4,1.43954e-07,7.58918e-10
21385.6,1.43974e-07,7.59035e-10
21388.8,1.43875e-07,7.58392e-10
21392,1.43966e-07,7.5891e-10
21395.2,1.45173e-07,7.65297e-10
21398.4,1.45006e-07,7.64434e-10
21401.6,1.45444e-07,7.66676e-10
21404.8,1.45363e-07,7.66208e-10
21408,1.43991e-07,7.59053e-10
21411.2,1.43956e-07,7.58818e-10
21414.4,1.44259e-07,7.60375e-10
21417.6,1.435e-07,7.5648e-10
21420.8,1.44185e-07,7.60085e-10
21424,1.45769e-07,7.68398e-10
21427.2,1.45475e-07,7.6683e-10
21430.4,1.44103e-07,7.59545e-10
21433.6,1.43473e-07,7.56249e-10
21436.8,1.44339e-07,7.60938e-10
21440,1.43826e-07,7.58195e-10
21443.2,1.44213e-07,7.60173e-10
21446.4,1.43938e-07,7.58665e-10
21449.6,1.43621e-07,7.57101e-10
21452.8,1.42147e-07,7.49324e-10
21456,1.44132e-07,7.59731e-10
21459.2,1.45488e-07,7.66924e-10
21462.4,1.45486e-07,7.67005e-10
21465.6,1.45197e-07,7.65392e-10
21468.8,1.45246e-07,7.65706e-10
21472,1.44848e-07,7.63493e-10
21475.2,1.44654e-07,7.62646e-10
21478.4,1.43565e-07,7.56802e-10
21481.6,1.44572e-07,7.62105e-10
21484.8,1.45528e-07,7.67173e-10
21488,1.44948e-07,7.64096e-10
21491.2,1.4562e-07,7.67609e-10
21494.4,1.46227e-07,7.70755e-10
21497.6,1.44008e-07,7.59122e-10
21500.8,1.43476e-07,7.56263e-10
21504,1.44347e-07,7.60888e-10
21507.2,1.45195e-07,7.65369e-10
21510.4,1.44576e-07,7.62067e-10
21513.6,1.44213e-07,7.60268e-10
21516.8,1.44342e-07,7.60889e-10
21520,1.45378e-07,7.66262e-10
21523.2,1.44229e-07,7.60295e-10
21526.4,1.43131e-07,7.5444e-10
21529.6,1.43486e-07,7.56349e-10
21532.8,1.44397e-07,7.61141e-10
21536,1.45178e-07,7.65435e-10
21539.2,1.44899e-07,7.63928e-10
21542.4,1.44601e-07,7.62205e-10
21545.6,1.44459e-07,7.61476e-10
21548.8,1.45344e-07,7.66104e-10
21552,1.44086e-07,7.59456e-10
21555.2,1.4413e-07,7.59724e-10
21558.4,1.44246e-07,7.6055e-10
21561.6,1.43722e-07,7.57616e-10
21564.8,1.44203e-07,7.60123e-10
21568,1.44675e-07,7.6256e-10
21571.2,1.44314e-07,7.60679e-10
21574.4,1.44709e-07,7.6279e-10
21577.6,1.45835e-07,7.68736e-10
21580.8,1.44443e-07,7.614e-10
21584,1.43489e-07,7.56428e-10
21587.2,1.43928e-07,7.58695e-10
21590.4,1.43897e-07,7.5857e-10
21593.6,1.45191e-07,7.65288e-10
21596.8,1.44402e-07,7.61124e-10
21600,1.44694e-07,7.62722e-10
21603.2,1.45556e-07,7.67373e-10
21606.4,1.44458e-07,7.61601e-10
21609.6,1.43566e-07,7.56762e-10
21612.8,1.4397e-07,7.58851e-10
21616,1.43563e-07,7.56749e-10
21619.2,1.44624e-07,7.6235e-10
21622.4,1.43745e-07,7.57715e-10
21625.6,1.42304e-07,7.50189e-10
21628.8,1.44459e-07,7.61471e-10
21632,1.44654e-07,7.62538e-10
21635.2,1.4468e-07,7.62603e-10
21638.4,1.44711e-07,7.62763e-10
21641.6,1.44608e-07,7.62302e-10
21644.8,1.4555e-07,7.67214e-10
21648,1.45036e-07,7.64577e-10
21651.2,1.4494e-07,7.64046e-10
21654.4,1.44387e-07,7.61123e-10
21657.6,1.45726e-07,7.68133e-10
21660.8,1.45882e-07,7.68998e-10
21664,1.44459e-07,7.61544e-10
21667.2,1.44901e-07,7.63859e-10
21670.4,1.44853e-07,7.63569e-10
21673.6,1.44848e-07,7.63523e-10
21676.8,1.44301e-07,7.60571e-10
21680,1.43942e-07,7.58718e-10
21683.2,1.44892e-07,7.63731e-10
21686.4,1.44825e-07,7.63422e-10
21689.6,1.45213e-07,7.65438e-10
21692.8,1.4487e-07,7.63631e-10
21696,1.44775e-07,7.63118e-10
21699.2,1.45473e-07,7.66788e-10
21702.4,1.4508e-07,7.64694e-10
21705.6,1.43562e-07,7.56788e-10
21708.8,1.4445e-07,7.61572e-10
21712,1.44635e-07,7.62438e-10
21715.2,1.44384e-07,7.61118e-10
21718.4,1.44564e-07,7.62058e-10
21721.6,1.44267e-07,7.60438e-10
21724.8,1.43994e-07,7.59053e-10
21728,1.44257e-07,7.60411e-10
21731.2,1.4444e-07,7.61419e-10
21734.4,1.43812e-07,7.58083e-10
21737.6,1.44188e-07,7.60024e-10
21740.8,1.44642e-07,7.62425e-10
21744,1.44351e-07,7.61042e-10
21747.2,1.44091e-07,7.59595e-10
21750.4,1.44065e-07,7.59429e-10
21753.6,1.44323e-07,7.61026e-10
21756.8,1.44052e-07,7.59427e-10
21760,1.45085e-07,7.64765e-10
21763.2,1.44403e-07,7.61138e-10
21766.4,1.44255e-07,7.60413e-10
21769.6,1.4391e-07,7.58658e-10
21772.8,1.43473e-07,7.56364e-10
21776,1.4395e-07,7.58892e-10
21779.2,1.44362e-07,7.60987e-10
21782.4,1.43987e-07,7.5896e-10
21785.6,1.43862e-07,7.58335e-10
21788.8,1.43882e-07,7.58437e-10
21792,1.4355e-07,7.56656e-10
21795.2,1.4334e-07,7.55582e-10
21798.4,1.45106e-07,7.64867e-10
21801.6,1.44448e-07,7.61452e-10
21804.8,1.43295e-07,7.55452e-10
21808,1.44137e-07,7.59756e-10
21811.2,1.44684e-07,7.62675e-10
21814.4,1.43675e-07,7.5739e-10
21817.6,1.43768e-07,7.57791e-10
21820.8,1.44876e-07,7.63714e-10
21824,1.44502e-07,7.61759e-10
21827.2,1.44202e-07,7.60186e-10
21830.4,1.44612e-07,7.62305e-10
21833.6,1.44757e-07,7.6308e-10
21836.8,1.44304e-07,7.60703e-10
21840,1.43563e-07,7.5684e-10
21843.2,1.44355e-07,7.60946e-10
21846.4,1.45173e-07,7.6527e-10
21849.6,1.43933e-07,7.58643e-10
21852.8,1.45124e-07,7.6504e-10
21856,1.44041e-07,7.59346e-10
21859.2,1.45004e-07,7.64466e-10
21862.4,1.44302e-07,7.60674e-10
21865.6,1.43939e-07,7.5873e-10
21868.8,1.44822e-07,7.634e-10
21872,1.44324e-07,7.6078e-10
21875.2,1.43141e-07,7.5451e-10
21878.4,1.43274e-07,7.55295e-10
21881.6,1.43384e-07,7.55829e-10
21884.8,1.43963e-07,7.58847e-10
21888,1.43937e-07,7.58824e-10
21891.2,1.43662e-07,7.57378e-10
21894.4,1.43653e-07,7.57172e-10
21897.6,1.44893e-07,7.63747e-10
21900.8,1.45065e-07,7.64663e-10
21904,1.43386e-07,7.5586e-10
21907.2,1.45008e-07,7.64362e-10
21910.4,1.45398e-07,7.66459e-10
21913.6,1.44117e-07,7.59836e-10
21916.8,1.43512e-07,7.56539e-10
21920,1.4273e-07,7.52411e-10
21923.2,1.4203e-07,7.48868e-10
21926.4,1.43542e-07,7.56738e-10
21929.6,1.43338e-07,7.55635e-10
21932.8,1.43626e-07,7.57055e-10
21936,1.45506e-07,7.66994e-10
21939.2,1.45187e-07,7.65282e-10
21942.4,1.45023e-07,7.6448e-10
21945.6,1.45715e-07,7.68125e-10
21948.8,1.44517e-07,7.61804e-10
21952,1.45006e-07,7.64346e-10
21955.2,1.45092e-07,7.64805e-10
21958.4,1.45394e-07,7.66395e-10
21961.6,1.45667e-07,7.67865e-10
21964.8,1.45151e-07,7.65176e-10
21968,1.44606e-07,7.62203e-10
21971.2,1.44746e-07,7.63026e-10
21974.4,1.44863e-07,7.63675e-10
21977.6,1.45289e-07,7.6591e-10
21980.8,1.4391e-07,7.58563e-10
21984,1.43164e-07,7.54606e-10
21987.2,1.43274e-07,7.55166e-10
21990.4,1.43698e-07,7.57507e-10
21993.6,1.44228e-07,7.60332e-10
21996.8,1.45692e-07,7.68063e-10
22000,1.45188e-07,7.65571e-10
22003.2,1.449e-07,7.63923e-10
22006.4,1.44466e-07,7.61556e-10
22009.6,1.43959e-07,7.58768e-10
22012.8,1.44489e-07,7.61579e-10
22016,1.4448e-07,7.61691e-10
22019.2,1.43898e-07,7.58741e-10
22022.4,1.44011e-07,7.59196e-10
22025.6,1.44014e-07,7.59266e-10
22028.8,1.44011e-07,7.59189e-10
22032,1.45275e-07,7.65816e-10
22035.2,1.45826e-07,7.68686e-10
22038.4,1.44878e-07,7.63686e-10
22041.6,1.44054e-07,7.59296e-10
22044.8,1.44281e-07,7.60503e-10
22048,1.44816e-07,7.63554e-10
22051.2,1.44796e-07,7.63369e-10
22054.4,1.43219e-07,7.54952e-10
22057.6,1.43534e-07,7.56688e-10
22060.8,1.44341e-07,7.60867e-10
22064,1.44837e-07,7.63521e-10
22067.2,1.44452e-07,7.61459e-10
22070.4,1.4442e-07,7.61233e-10
22073.6,1.44966e-07,7.6406e-10
22076.8,1.45822e-07,7.68671e-10
22080,1.45068e-07,7.64744e-10
22083.2,1.4389e-07,7.58488e-10
22086.4,1.42276e-07,7.4993e-10
22089.6,1.42907e-07,7.53391e-10
22092.8,1.44282e-07,7.60597e-10
22096,1.44522e-07,7.61848e-10
22099.2,1.43904e-07,7.58578e-10
22102.4,1.45394e-07,7.66384e-10
22105.6,1.45996e-07,7.69563e-10
22108.8,1.45134e-07,7.65145e-10
22112,1.45339e-07,7.66107e-10
22115.2,1.44964e-07,7.64105e-10
22118.4,1.43142e-07,7.5458e-10
22121.6,1.44848e-07,7.63492e-10
22124.8,1.45288e-07,7.65777e-10
22128,1.4436e-07,7.61014e-10
22131.2,1.44171e-07,7.59961e-10
22134.4,1.44672e-07,7.62611e-10
22137.6,1.46154e-07,7.70425e-10
22140.8,1.45235e-07,7.65534e-10
22144,1.44142e-07,7.59785e-10
22147.2,1.44577e-07,7.62061e-10
22150.4,1.44684e-07,7.62648e-10
22153.6,1.43902e-07,7.58546e-10
22156.8,1.44576e-07,7.62123e-10
22160,1.43528e-07,7.5653e-10
22163.2,1.4496e-07,7.64212e-10
22166.4,1.45438e-07,7.66601e-10
22169.6,1.44882e-07,7.63711e-10
22172.8,1.45077e-07,7.64689e-10
22176,1.44632e-07,7.62416e-10
22179.2,1.44247e-07,7.6038e-10
22182.4,1.43879e-07,7.58423e-10
22185.6,1.43929e-07,7.58616e-10
22188.8,1.45054e-07,7.64597e-10
22192,1.46158e-07,7.70405e-10
22195.2,1.45189e-07,7.65318e-10
22198.4,1.44744e-07,7.62968e-10
22201.6,1.45188e-07,7.65312e-10
22204.8,1.44556e-07,7.62029e-10
22208,1.44642e-07,7.62462e-10
22211.2,1.43749e-07,7.57731e-10
22214.4,1.44186e-07,7.60076e-10
22217.6,1.43631e-07,7.5716e-10
22220.8,1.43815e-07,7.5823e-10
22224,1.44243e-07,7.60465e-10
22227.2,1.45411e-07,7.66449e-10
22230.4,1.44806e-07,7.63273e-10
22233.6,1.43949e-07,7.58781e-10
22236.8,1.45346e-07,7.66095e-10
22240,1.45512e-07,7.67017e-10
22243.2,1.46062e-07,7.6991e-10
22246.4,1.4523e-07,7.65555e-10
22249.6,1.44333e-07,7.60798e-10
22252.8,1.43956e-07,7.59004e-10
22256,1.45104e-07,7.64927e-10
22259.2,1.43874e-07,7.58398e-10
22262.4,1.4367e-07,7.57354e-10
22265.6,1.44703e-07,7.62792e-10
22268.8,1.45146e-07,7.65064e-10
22272,1.45247e-07,7.65638e-10
22275.2,1.43908e-07,7.58576e-10
22278.4,1.44243e-07,7.6052e-10
22281.6,1.44817e-07,7.63376e-10
22284.8,1.45024e-07,7.64458e-10
22288,1.44313e-07,7.60707e-10
22291.2,1.43818e-07,7.58063e-10
22294.4,1.44774e-07,7.63161e-10
22297.6,1.45408e-07,7.66449e-10
22300.8,1.45493e-07,7.67051e-10
22304,1.45593e-07,7.67442e-10
22307.2,1.44311e-07,7.60691e-10
22310.4,1.44918e-07,7.63915e-10
22313.6,1.45473e-07,7.66814e-10
22316.8,1.45828e-07,7.68687e-10
22320,1.45305e-07,7.65909e-10
22323.2,1.44716e-07,7.62914e-10
22326.4,1.44959e-07,7.64155e-10
22329.6,1.44288e-07,7.60607e-10
22332.8,1.4361e-07,7.57008e-10
22336,1.44269e-07,7.60625e-10
22339.2,1.44723e-07,7.6299e-10
22342.4,1.4545e-07,7.66719e-10
22345.6,1.45563e-07,7.6726e-10
22348.8,1.44483e-07,7.61543e-10
22352,1.43986e-07,7.59051e-10
22355.2,1.44702e-07,7.62744e-10
22358.4,1.45293e-07,7.65947e-10
22361.6,1.4434e-07,7.6089e-10
22364.8,1.42927e-07,7.5341e-10
22368,1.4489e-07,7.63674e-10
22371.2,1.45095e-07,7.64754e-10
22374.4,1.44473e-07,7.61533e-10
22377.6,1.43366e-07,7.55773e-10
22380.8,1.43867e-07,7.5834e-10
22384,1.45119e-07,7.64968e-10
22387.2,1.45074e-07,7.64811e-10
22390.4,1.45195e-07,7.65446e-10
22393.6,1.444e-07,7.61289e-10
22396.8,1.44578e-07,7.62146e-10
22400,1.43988e-07,7.59033e-10
22403.2,1.43986e-07,7.5902e-10
22406.4,1.43723e-07,7.5766e-10
22409.6,1.43997e-07,7.59095e-10
22412.8,1.4364e-07,7.57116e-10
22416,1.45554e-07,7.67352e-10
22419.2,1.45405e-07,7.66431e-10
22422.4,1.45628e-07,7.67691e-10
22425.6,1.45499e-07,7.67025e-10
22428.8,1.43325e-07,7.55518e-10
22432,1.43647e-07,7.57169e-10
22435.2,1.44173e-07,7.59931e-10
22438.4,1.44976e-07,7.64137e-10
22441.6,1.44828e-07,7.63393e-10
22444.8,1.44474e-07,7.61568e-10
22448,1.44292e-07,7.60614e-10
22451.2,1.43538e-07,7.56589e-10
22454.4,1.44138e-07,7.59949e-10
22457.6,1.43058e-07,7.54121e-10
22460.8,1.4284e-07,7.53058e-10
22464,1.44599e-07,7.62214e-10
22467.2,1.45524e-07,7.67077e-10
22470.4,1.4534e-07,7.66067e-10
22473.6,1.43866e-07,7.58346e-10
22476.8,1.42924e-07,7.534e-10
22480,1.44627e-07,7.62368e-10
22483.2,1.44159e-07,7.59952e-10
22486.4,1.43528e-07,7.56719e-10
22489.6,1.4469e-07,7.62824e-10
22492.8,1.46072e-07,7.69989e-10
22496,1.45223e-07,7.65531e-10
22499.2,1.4381e-07,7.58037e-10
22502.4,1.42662e-07,7.5206e-10
22505.6,1.43128e-07,7.54472e-10
22508.8,1.44624e-07,7.62313e-10
22512,1.45214e-07,7.65536e-10
22515.2,1.45331e-07,7.66081e-10
22518.4,1.45066e-07,7.64648e-10
22521.6,1.44849e-07,7.63593e-10
22524.8,1.43449e-07,7.5612e-10
22528,1.4391e-07,7.58612e-10
22531.2,1.44417e-07,7.61248e-10
22534.4,1.44375e-07,7.61017e-10
22537.6,1.44575e-07,7.62125e-10
22540.8,1.43727e-07,7.57658e-10
22544,1.43569e-07,7.56875e-10
22547.2,1.4287e-07,7.53061e-10
22550.4,1.44381e-07,7.61051e-10
22553.6,1.43307e-07,7.55419e-10
22556.8,1.43803e-07,7.57996e-10
22560,1.45731e-07,7.68145e-10
22563.2,1.45526e-07,7.67087e-10
22566.4,1.44291e-07,7.60581e-10
22569.6,1.44475e-07,7.61581e-10
22572.8,1.4436e-07,7.61079e-10
22576,1.42938e-07,7.53478e-10
22579.2,1.42953e-07,7.5349e-10
22582.4,1.42871e-07,7.53043e-10
22585.6,1.43925e-07,7.58593e-10
22588.8,1.44518e-07,7.61743e-10
22592,1.44634e-07,7.62421e-10
22595.2,1.44328e-07,7.60765e-10
22598.4,1.43222e-07,7.55095e-10
22601.6,1.43756e-07,7.57883e-10
22604.8,1.44067e-07,7.5937e-10
22608,1.44726e-07,7.62864e-10
22611.2,1.44498e-07,7.61723e-10
22614.4,1.44607e-07,7.62303e-10
22617.6,1.45877e-07,7.69062e-10
22620.8,1.4661e-07,7.72848e-10
22624,1.44388e-07,7.61073e-10
22627.2,1.4307e-07,7.54172e-10
22630.4,1.43286e-07,7.55296e-10
22633.6,1.43863e-07,7.58355e-10
22636.8,1.43205e-07,7.54921e-10
22640,1.43704e-07,7.57485e-10
22643.2,1.44926e-07,7.63925e-10
22646.4,1.4559e-07,7.6751e-10
22649.6,1.44479e-07,7.61717e-10
22652.8,1.4343e-07,7.56078e-10
22656,1.43509e-07,7.56465e-10
22659.2,1.44512e-07,7.61808e-10
22662.4,1.43434e-07,7.56077e-10
22665.6,1.43844e-07,7.58282e-10
22668.8,1.43847e-07,7.58282e-10
22672,1.44051e-07,7.59393e-10
22675.2,1.46049e-07,7.6989e-10
22678.4,1.46902e-07,7.74409e-10
22681.6,1.45596e-07,7.67454e-10
22684.8,1.43787e-07,7.57875e-10
22688,1.4392e-07,7.58648e-10
22691.2,1.44176e-07,7.60111e-10
22694.4,1.44079e-07,7.59536e-10
22697.6,1.4421e-07,7.60089e-10
22700.8,1.44023e-07,7.59115e-10
22704,1.44553e-07,7.62046e-10
22707.2,1.43929e-07,7.58726e-10
22710.4,1.43609e-07,7.57095e-10
22713.6,1.43986e-07,7.5906e-10
22716.8,1.44884e-07,7.63707e-10
22720,1.4359e-07,7.56874e-10
22723.2,1.44156e-07,7.59871e-10
22726.4,1.44485e-07,7.61602e-10
22729.6,1.4427e-07,7.60491e-10
22732.8,1.44742e-07,7.63008e-10
22736,1.44347e-07,7.60885e-10
22739.2,1.46228e-07,7.70808e-10
22742.4,1.45412e-07,7.66533e-10
22745.6,1.44148e-07,7.59897e-10
22748.8,1.44478e-07,7.61621e-10
22752,1.45738e-07,7.68257e-10
22755.2,1.44443e-07,7.61459e-10
22758.4,1.45151e-07,7.65229e-10
22761.6,1.45158e-07,7.65204e-10
22764.8,1.44188e-07,7.60044e-10
22768,1.43289e-07,7.55279e-10
22771.2,1.43633e-07,7.57049e-10
22774.4,1.44642e-07,7.62484e-10
22777.6,1.4406e-07,7.59385e-10
22780.8,1.43411e-07,7.55948e-10
22784,1.44475e-07,7.61515e-10
22787.2,1.4482e-07,7.63419e-10
22790.4,1.45248e-07,7.65631e-10
22793.6,1.45119e-07,7.65132e-10
22796.8,1.45309e-07,7.66035e-10
22800,1.44876e-07,7.63655e-10
22803.2,1.45556e-07,7.67275e-10
22806.4,1.46357e-07,7.71666e-10
22809.6,1.44924e-07,7.63977e-10
22812.8,1.44814e-07,7.63301e-10
22816,1.44866e-07,7.63634e-10
22819.2,1.44656e-07,7.62685e-10
22822.4,1.44298e-07,7.60708e-10
22825.6,1.4447e-07,7.61574e-10
22828.8,1.44523e-07,7.61798e-10
22832,1.43508e-07,7.56519e-10
22835.2,1.44797e-07,7.63281e-10
22838.4,1.45476e-07,7.66909e-10
22841.6,1.44775e-07,7.63135e-10
22844.8,1.44223e-07,7.6019e-10
22848,1.44488e-07,7.61563e-10
22851.2,1.44825e-07,7.63491e-10
22854.4,1.45761e-07,7.68363e-10
22857.6,1.45348e-07,7.66118e-10
22860.8,1.45196e-07,7.65306e-10
22864,1.44034e-07,7.59209e-10
22867.2,1.43566e-07,7.56786e-10
22870.4,1.42882e-07,7.53096e-10
22873.6,1.43634e-07,7.57087e-10
22876.8,1.43989e-07,7.59037e-10
22880,1.42713e-07,7.52279e-10
22883.2,1.43319e-07,7.55507e-10
22886.4,1.44307e-07,7.60655e-10
22889.6,1.4402e-07,7.59335e-10
22892.8,1.44685e-07,7.62812e-10
22896,1.43876e-07,7.58515e-10
22899.2,1.43817e-07,7.58137e-10
22902.4,1.44135e-07,7.59753e-10
22905.6,1.45005e-07,7.64425e-10
22908.8,1.45835e-07,7.6869e-10
22912,1.45049e-07,7.64566e-10
22915.2,1.45359e-07,7.66221e-10
22918.4,1.45767e-07,7.68432e-10
22921.6,1.45018e-07,7.64374e-10
22924.8,1.4552e-07,7.67084e-10
22928,1.45746e-07,7.68284e-10
22931.2,1.45816e-07,7.68729e-10
22934.4,1.44142e-07,7.59861e-10
22937.6,1.44486e-07,7.61567e-10
22940.8,1.4428e-07,7.60523e-10
22944,1.44525e-07,7.61815e-10
22947.2,1.43669e-07,7.57409e-10
22950.4,1.43886e-07,7.58615e-10
22953.6,1.45299e-07,7.65954e-10
22956.8,1.44254e-07,7.60452e-10
22960,1.44925e-07,7.63984e-10
22963.2,1.44308e-07,7.60715e-10
22966.4,1.44063e-07,7.59383e-10
22969.6,1.44182e-07,7.59978e-10
22972.8,1.44803e-07,7.63317e-10
22976,1.45876e-07,7.68941e-10
22979.2,1.45581e-07,7.67462e-10
22982.4,1.4424e-07,7.6029e-10
22985.6,1.45501e-07,7.66921e-10
22988.8,1.45578e-07,7.67318e-10
22992,1.45283e-07,7.65843e-10
22995.2,1.4333e-07,7.55566e-10
22998.4,1.4462e-07,7.62371e-10
23001.6,1.44935e-07,7.63981e-10
23004.8,1.44517e-07,7.61739e-10
23008,1.44363e-07,7.61019e-10
23011.2,1.44448e-07,7.61447e-10
23014.4,1.4394e-07,7.58676e-10
23017.6,1.45078e-07,7.64803e-10
23020.8,1.45366e-07,7.66321e-10
23024,1.44534e-07,7.61877e-10
23027.2,1.44546e-07,7.61953e-10
23030.4,1.44486e-07,7.61681e-10
23033.6,1.46121e-07,7.70293e-10
23036.8,1.45329e-07,7.66047e-10
23040,1.45325e-07,7.66291e-10
23043.2,1.44959e-07,7.64221e-10
23046.4,1.45149e-07,7.65202e-10
23049.6,1.46382e-07,7.71749e-10
23052.8,1.45609e-07,7.67528e-10
23056,1.44657e-07,7.62498e-10
23059.2,1.44766e-07,7.63118e-10
23062.4,1.44605e-07,7.62186e-10
23065.6,1.44564e-07,7.62001e-10
23068.8,1.44946e-07,7.64015e-10
23072,1.45068e-07,7.6481e-10
23075.2,1.4482e-07,7.63375e-10
23078.4,1.43275e-07,7.55215e-10
23081.6,1.4351e-07,7.56537e-10
23084.8,1.44426e-07,7.61375e-10
23088,1.44181e-07,7.60008e-10
23091.2,1.44026e-07,7.59166e-10
23094.4,1.44726e-07,7.6292e-10
23097.6,1.45607e-07,7.67583e-10
23100.8,1.448e-07,7.63287e-10
23104,1.4425e-07,7.60404e-10
23107.2,1.4371e-07,7.57576e-10
23110.4,1.44875e-07,7.63633e-10
23113.6,1.44355e-07,7.60927e-10
23116.8,1.44883e-07,7.63722e-10
23120,1.45461e-07,7.66847e-10
23123.2,1.44992e-07,7.64326e-10
23126.4,1.44204e-07,7.60093e-10
23129.6,1.45309e-07,7.65896e-10
23132.8,1.45674e-07,7.67849e-10
23136,1.44809e-07,7.63326e-10
23139.2,1.44661e-07,7.62575e-10
23142.4,1.44786e-07,7.6316e-10
23145.6,1.44418e-07,7.61205e-10
23148.8,1.44619e-07,7.62325e-10
23152,1.44481e-07,7.61717e-10
23155.2,1.43984e-07,7.59055e-10
