Frequency,APSD,sd
9.6,2.15356e-07,1.13521e-09
12.8,2.13221e-07,1.12396e-09
16,2.13335e-07,1.12467e-09
19.2,2.14046e-07,1.12825e-09
22.4,2.15162e-07,1.13422e-09
25.6,2.15253e-07,1.13474e-09
28.8,2.14213e-07,1.12926e-09
32,2.13686e-07,1.12633e-09
35.2,2.13498e-07,1.12554e-09
38.4,2.12673e-07,1.12118e-09
41.6,2.14779e-07,1.13218e-09
44.8,2.13707e-07,1.12651e-09
48,2.12714e-07,1.12146e-09
51.2,2.13494e-07,1.1254e-09
54.4,2.13152e-07,1.12364e-09
57.6,2.13419e-07,1.1252e-09
60.8,2.1488e-07,1.13283e-09
64,2.14218e-07,1.12933e-09
67.2,2.11567e-07,1.11544e-09
70.4,2.11887e-07,1.11703e-09
73.6,2.11884e-07,1.11699e-09
76.8,2.11255e-07,1.1137e-09
80,2.10841e-07,1.11148e-09
83.2,2.10519e-07,1.10976e-09
86.4,2.10589e-07,1.11014e-09
89.6,2.10376e-07,1.10926e-09
92.8,2.09613e-07,1.10487e-09
96,2.11453e-07,1.11475e-09
99.2,2.10675e-07,1.11053e-09
102.4,2.11005e-07,1.11219e-09
105.6,2.09666e-07,1.10513e-09
108.8,2.09787e-07,1.10578e-09
112,2.09702e-07,1.10544e-09
115.2,2.08588e-07,1.09958e-09
118.4,2.08023e-07,1.09668e-09
121.6,2.08856e-07,1.10093e-09
124.8,2.09311e-07,1.10339e-09
128,2.07677e-07,1.09486e-09
131.2,2.06315e-07,1.08762e-09
134.4,2.06929e-07,1.09083e-09
137.6,2.03904e-07,1.07488e-09
140.8,2.04215e-07,1.0768e-09
144,2.05523e-07,1.08348e-09
147.2,2.04673e-07,1.07893e-09
150.4,2.03523e-07,1.07295e-09
153.6,2.03732e-07,1.074e-09
156.8,2.02367e-07,1.06672e-09
160,2.02804e-07,1.06903e-09
163.2,2.02071e-07,1.06532e-09
166.4,2.01664e-07,1.06306e-09
169.6,2.02877e-07,1.06957e-09
172.8,2.03338e-07,1.07187e-09
176,2.01357e-07,1.06137e-09
179.2,1.99493e-07,1.0515e-09
182.4,1.98586e-07,1.04682e-09
185.6,2.00354e-07,1.0561e-09
188.8,2.00023e-07,1.05444e-09
192,1.99293e-07,1.0505e-09
195.2,1.98716e-07,1.04745e-09
198.4,1.98658e-07,1.04713e-09
201.6,1.97974e-07,1.04349e-09
204.8,1.9739e-07,1.04042e-09
208,1.9725e-07,1.0397e-09
211.2,1.96673e-07,1.03677e-09
214.4,1.95771e-07,1.03212e-09
217.6,1.95495e-07,1.03068e-09
220.8,1.94922e-07,1.0277e-09
224,1.92847e-07,1.01663e-09
227.2,1.9294e-07,1.01702e-09
230.4,1.94527e-07,1.02532e-09
233.6,1.93622e-07,1.02052e-09
236.8,1.93348e-07,1.0192e-09
240,1.91517e-07,1.00952e-09
243.2,1.91545e-07,1.00961e-09
246.4,1.9194e-07,1.01182e-09
249.6,1.91159e-07,1.00771e-09
252.8,1.90921e-07,1.00648e-09
256,1.91438e-07,1.00909e-09
259.2,1.90772e-07,1.0057e-09
262.4,1.90625e-07,1.00487e-09
265.6,1.88555e-07,9.93948e-10
268.8,1.87768e-07,9.89978e-10
272,1.87468e-07,9.88375e-10
275.2,1.88884e-07,9.95875e-10
278.4,1.88905e-07,9.95837e-10
281.6,1.88661e-07,9.94549e-10
284.8,1.88296e-07,9.92716e-10
288,1.85395e-07,9.77438e-10
291.2,1.85282e-07,9.76747e-10
294.4,1.85893e-07,9.79909e-10
297.6,1.84985e-07,9.75202e-10
300.8,1.84693e-07,9.73773e-10
304,1.84038e-07,9.70125e-10
307.2,1.84691e-07,9.73555e-10
310.4,1.82828e-07,9.63763e-10
313.6,1.82833e-07,9.63879e-10
316.8,1.82274e-07,9.60893e-10
320,1.8151e-07,9.56905e-10
323.2,1.83555e-07,9.67633e-10
326.4,1.82343e-07,9.61195e-10
329.6,1.81328e-07,9.55884e-10
332.8,1.81534e-07,9.56905e-10
336,1.81073e-07,9.54433e-10
339.2,1.81269e-07,9.55588e-10
342.4,1.8053e-07,9.51752e-10
345.6,1.79095e-07,9.44219e-10
348.8,1.79958e-07,9.48684e-10
352,1.78117e-07,9.3883e-10
355.2,1.77535e-07,9.3584e-10
358.4,1.76646e-07,9.3129e-10
361.6,1.76816e-07,9.32129e-10
364.8,1.77988e-07,9.38172e-10
368,1.76873e-07,9.3231e-10
371.2,1.7863e-07,9.41527e-10
374.4,1.77527e-07,9.35773e-10
377.6,1.76647e-07,9.31184e-10
380.8,1.77004e-07,9.33011e-10
384,1.75865e-07,9.27007e-10
387.2,1.74659e-07,9.20646e-10
390.4,1.74976e-07,9.22453e-10
393.6,1.7556e-07,9.25483e-10
396.8,1.74094e-07,9.17752e-10
400,1.72492e-07,9.0923e-10
403.2,1.71992e-07,9.06531e-10
406.4,1.7173e-07,9.05287e-10
409.6,1.72258e-07,9.08022e-10
412.8,1.73298e-07,9.13633e-10
416,1.72306e-07,9.08301e-10
419.2,1.72025e-07,9.06918e-10
422.4,1.7105e-07,9.01605e-10
425.6,1.70517e-07,8.9883e-10
428.8,1.71162e-07,9.02251e-10
432,1.70938e-07,9.01054e-10
435.2,1.69357e-07,8.92831e-10
438.4,1.70042e-07,8.96348e-10
441.6,1.71678e-07,9.04904e-10
444.8,1.70916e-07,9.00985e-10
448,1.69696e-07,8.94527e-10
451.2,1.68982e-07,8.90738e-10
454.4,1.69566e-07,8.93857e-10
457.6,1.68712e-07,8.89306e-10
460.8,1.67983e-07,8.85508e-10
464,1.68736e-07,8.89557e-10
467.2,1.67214e-07,8.81577e-10
470.4,1.66533e-07,8.77946e-10
473.6,1.66617e-07,8.78296e-10
476.8,1.67422e-07,8.82552e-10
480,1.66883e-07,8.79674e-10
483.2,1.6782e-07,8.84786e-10
486.4,1.66178e-07,8.75952e-10
489.6,1.65172e-07,8.70695e-10
492.8,1.63809e-07,8.63532e-10
496,1.65263e-07,8.7109e-10
499.2,1.64021e-07,8.64551e-10
502.4,1.63687e-07,8.62883e-10
505.6,1.64601e-07,8.67695e-10
508.8,1.65918e-07,8.74558e-10
512,1.66646e-07,8.78451e-10
515.2,1.66394e-07,8.77188e-10
518.4,1.65427e-07,8.72135e-10
521.6,1.64224e-07,8.65665e-10
524.8,1.63111e-07,8.59745e-10
528,1.63094e-07,8.59661e-10
531.2,1.62508e-07,8.56614e-10
534.4,1.63464e-07,8.61684e-10
537.6,1.63596e-07,8.62437e-10
540.8,1.6243e-07,8.56233e-10
544,1.61958e-07,8.53714e-10
547.2,1.61998e-07,8.53909e-10
550.4,1.60488e-07,8.45985e-10
553.6,1.61347e-07,8.50656e-10
556.8,1.6175e-07,8.52616e-10
560,1.61216e-07,8.49836e-10
563.2,1.62297e-07,8.55556e-10
566.4,1.61251e-07,8.50048e-10
569.6,1.5942e-07,8.40408e-10
572.8,1.60639e-07,8.46708e-10
576,1.59884e-07,8.42782e-10
579.2,1.60529e-07,8.46223e-10
582.4,1.61022e-07,8.48745e-10
585.6,1.60458e-07,8.4585e-10
588.8,1.59502e-07,8.40745e-10
592,1.60396e-07,8.45519e-10
595.2,1.59922e-07,8.43056e-10
598.4,1.5756e-07,8.30604e-10
601.6,1.57862e-07,8.32161e-10
604.8,1.58256e-07,8.34285e-10
608,1.59253e-07,8.39583e-10
611.2,1.58568e-07,8.35899e-10
614.4,1.57388e-07,8.29718e-10
617.6,1.57618e-07,8.3096e-10
620.8,1.57448e-07,8.29983e-10
624,1.57031e-07,8.27833e-10
627.2,1.578e-07,8.31864e-10
630.4,1.57097e-07,8.28228e-10
633.6,1.57447e-07,8.29993e-10
636.8,1.57471e-07,8.30102e-10
640,1.56446e-07,8.24716e-10
643.2,1.57082e-07,8.28017e-10
646.4,1.57059e-07,8.27902e-10
649.6,1.57164e-07,8.28529e-10
652.8,1.57309e-07,8.29176e-10
656,1.5626e-07,8.23674e-10
659.2,1.57084e-07,8.27994e-10
662.4,1.56001e-07,8.22483e-10
665.6,1.55768e-07,8.2111e-10
668.8,1.55929e-07,8.21882e-10
672,1.56353e-07,8.24179e-10
675.2,1.56405e-07,8.24465e-10
678.4,1.55715e-07,8.20794e-10
681.6,1.55408e-07,8.19203e-10
684.8,1.56666e-07,8.25872e-10
688,1.56991e-07,8.2781e-10
691.2,1.56772e-07,8.26433e-10
694.4,1.55452e-07,8.19477e-10
697.6,1.5408e-07,8.12206e-10
700.8,1.54164e-07,8.12668e-10
704,1.56179e-07,8.23337e-10
707.2,1.55859e-07,8.21634e-10
710.4,1.5562e-07,8.20374e-10
713.6,1.53917e-07,8.11428e-10
716.8,1.53253e-07,8.07918e-10
720,1.5303e-07,8.0671e-10
723.2,1.53263e-07,8.07927e-10
726.4,1.53371e-07,8.08602e-10
729.6,1.53457e-07,8.0908e-10
732.8,1.5377e-07,8.10712e-10
736,1.54822e-07,8.16099e-10
739.2,1.52927e-07,8.06159e-10
742.4,1.53287e-07,8.08013e-10
745.6,1.53037e-07,8.06685e-10
748.8,1.5397e-07,8.11616e-10
752,1.53925e-07,8.11367e-10
755.2,1.5377e-07,8.10602e-10
758.4,1.53019e-07,8.06558e-10
761.6,1.53699e-07,8.10261e-10
764.8,1.5247e-07,8.03769e-10
768,1.5287e-07,8.05858e-10
771.2,1.53066e-07,8.0683e-10
774.4,1.5235e-07,8.03116e-10
777.6,1.51912e-07,8.00714e-10
780.8,1.52291e-07,8.02807e-10
784,1.52238e-07,8.02498e-10
787.2,1.51164e-07,7.96885e-10
790.4,1.52776e-07,8.05294e-10
793.6,1.52865e-07,8.05781e-10
796.8,1.51402e-07,7.98082e-10
800,1.50507e-07,7.93368e-10
803.2,1.52045e-07,8.01501e-10
806.4,1.51288e-07,7.97536e-10
809.6,1.51341e-07,7.97724e-10
812.8,1.51924e-07,8.00827e-10
816,1.51275e-07,7.97455e-10
819.2,1.51018e-07,7.96078e-10
822.4,1.51045e-07,7.96229e-10
825.6,1.50785e-07,7.94839e-10
828.8,1.515e-07,7.98654e-10
832,1.50809e-07,7.95069e-10
835.2,1.52087e-07,8.01797e-10
838.4,1.52954e-07,8.06317e-10
841.6,1.5041e-07,7.92918e-10
844.8,1.50515e-07,7.93467e-10
848,1.50238e-07,7.91957e-10
851.2,1.50816e-07,7.94948e-10
854.4,1.49616e-07,7.88664e-10
857.6,1.50046e-07,7.90914e-10
860.8,1.51107e-07,7.96487e-10
864,1.50069e-07,7.91102e-10
867.2,1.50201e-07,7.91804e-10
870.4,1.50395e-07,7.92743e-10
873.6,1.50466e-07,7.93161e-10
876.8,1.50289e-07,7.92198e-10
880,1.49966e-07,7.90513e-10
883.2,1.49741e-07,7.89336e-10
886.4,1.50325e-07,7.92407e-10
889.6,1.49813e-07,7.89686e-10
892.8,1.49275e-07,7.86811e-10
896,1.50562e-07,7.93699e-10
899.2,1.48958e-07,7.85396e-10
902.4,1.47749e-07,7.78866e-10
905.6,1.48841e-07,7.84659e-10
908.8,1.47914e-07,7.79705e-10
912,1.49217e-07,7.86584e-10
915.2,1.49626e-07,7.88739e-10
918.4,1.49705e-07,7.89202e-10
921.6,1.50004e-07,7.90735e-10
924.8,1.48743e-07,7.84062e-10
928,1.47481e-07,7.77413e-10
931.2,1.48347e-07,7.82129e-10
934.4,1.49352e-07,7.87248e-10
937.6,1.49838e-07,7.89767e-10
940.8,1.48861e-07,7.84651e-10
944,1.48912e-07,7.84935e-10
947.2,1.49547e-07,7.88378e-10
950.4,1.4851e-07,7.82774e-10
953.6,1.5013e-07,7.91313e-10
956.8,1.49221e-07,7.8657e-10
960,1.48904e-07,7.84864e-10
963.2,1.4934e-07,7.87288e-10
966.4,1.47785e-07,7.79174e-10
969.6,1.47626e-07,7.78287e-10
972.8,1.48318e-07,7.81899e-10
976,1.47997e-07,7.80119e-10
979.2,1.48526e-07,7.82864e-10
982.4,1.49326e-07,7.87082e-10
985.6,1.48576e-07,7.83163e-10
988.8,1.48146e-07,7.80929e-10
992,1.47262e-07,7.76223e-10
995.2,1.47349e-07,7.76851e-10
998.4,1.47359e-07,7.76805e-10
1001.6,1.47427e-07,7.77161e-10
1004.8,1.47069e-07,7.75248e-10
1008,1.46828e-07,7.73955e-10
1011.2,1.47266e-07,7.76267e-10
1014.4,1.46784e-07,7.73761e-10
1017.6,1.4732e-07,7.76482e-10
1020.8,1.47762e-07,7.78936e-10
1024,1.47218e-07,7.76029e-10
1027.2,1.46497e-07,7.72189e-10
1030.4,1.47978e-07,7.80002e-10
1033.6,1.48742e-07,7.84025e-10
1036.8,1.47998e-07,7.80134e-10
1040,1.47482e-07,7.77527e-10
1043.2,1.47515e-07,7.77692e-10
1046.4,1.47786e-07,7.7909e-10
1049.6,1.48408e-07,7.82459e-10
1052.8,1.49685e-07,7.88996e-10
1056,1.48436e-07,7.8237e-10
1059.2,1.45579e-07,7.67371e-10
1062.4,1.45946e-07,7.69388e-10
1065.6,1.4616e-07,7.70524e-10
1068.8,1.46263e-07,7.71034e-10
1072,1.46114e-07,7.70263e-10
1075.2,1.47105e-07,7.75386e-10
1078.4,1.45988e-07,7.69599e-10
1081.6,1.4747e-07,7.77328e-10
1084.8,1.46845e-07,7.7403e-10
1088,1.46331e-07,7.71382e-10
1091.2,1.47859e-07,7.79382e-10
1094.4,1.47106e-07,7.7546e-10
1097.6,1.46419e-07,7.71763e-10
1100.8,1.45133e-07,7.65007e-10
1104,1.45982e-07,7.69504e-10
1107.2,1.46467e-07,7.72057e-10
1110.4,1.45227e-07,7.65576e-10
1113.6,1.4573e-07,7.68216e-10
1116.8,1.46059e-07,7.70017e-10
1120,1.4769e-07,7.78499e-10
1123.2,1.47126e-07,7.75537e-10
1126.4,1.46284e-07,7.71129e-10
1129.6,1.45962e-07,7.69466e-10
1132.8,1.46882e-07,7.74211e-10
1136,1.46941e-07,7.7455e-10
1139.2,1.46137e-07,7.70308e-10
1142.4,1.46457e-07,7.72074e-10
1145.6,1.45949e-07,7.69257e-10
1148.8,1.44949e-07,7.64095e-10
1152,1.46859e-07,7.74223e-10
1155.2,1.47828e-07,7.79288e-10
1158.4,1.46374e-07,7.71577e-10
1161.6,1.46322e-07,7.7132e-10
1164.8,1.4553e-07,7.67183e-10
1168,1.45621e-07,7.67606e-10
1171.2,1.46738e-07,7.73532e-10
1174.4,1.47623e-07,7.78216e-10
1177.6,1.47549e-07,7.77825e-10
1180.8,1.469e-07,7.74389e-10
1184,1.44633e-07,7.62465e-10
1187.2,1.45622e-07,7.67581e-10
1190.4,1.46756e-07,7.73563e-10
1193.6,1.45938e-07,7.69237e-10
1196.8,1.4578e-07,7.68469e-10
1200,1.45918e-07,7.69177e-10
1203.2,1.46773e-07,7.73748e-10
1206.4,1.47424e-07,7.77096e-10
1209.6,1.47643e-07,7.78223e-10
1212.8,1.46584e-07,7.72692e-10
1216,1.45702e-07,7.68046e-10
1219.2,1.45206e-07,7.65377e-10
1222.4,1.45016e-07,7.6438e-10
1225.6,1.45844e-07,7.68788e-10
1228.8,1.458e-07,7.6854e-10
1232,1.46769e-07,7.73707e-10
1235.2,1.46207e-07,7.70704e-10
1238.4,1.44638e-07,7.62518e-10
1241.6,1.45351e-07,7.66234e-10
1244.8,1.4527e-07,7.65744e-10
1248,1.45056e-07,7.64682e-10
1251.2,1.46807e-07,7.74014e-10
1254.4,1.46404e-07,7.71797e-10
1257.6,1.45738e-07,7.68237e-10
1260.8,1.45009e-07,7.64422e-10
1264,1.45671e-07,7.68017e-10
1267.2,1.46036e-07,7.69721e-10
1270.4,1.46372e-07,7.71618e-10
1273.6,1.44805e-07,7.6345e-10
1276.8,1.43824e-07,7.58203e-10
1280,1.44507e-07,7.61721e-10
1283.2,1.44665e-07,7.62496e-10
1286.4,1.44864e-07,7.63591e-10
1289.6,1.46132e-07,7.70299e-10
1292.8,1.46056e-07,7.69902e-10
1296,1.46109e-07,7.70196e-10
1299.2,1.44859e-07,7.63588e-10
1302.4,1.45248e-07,7.65621e-10
1305.6,1.4418e-07,7.5997e-10
1308.8,1.44288e-07,7.60542e-10
1312,1.46208e-07,7.70658e-10
1315.2,1.45532e-07,7.67143e-10
1318.4,1.44575e-07,7.62105e-10
1321.6,1.44604e-07,7.62291e-10
1324.8,1.45746e-07,7.68253e-10
1328,1.46152e-07,7.7039e-10
1331.2,1.46411e-07,7.71738e-10
1334.4,1.45502e-07,7.6702e-10
1337.6,1.44559e-07,7.62067e-10
1340.8,1.44559e-07,7.62047e-10
1344,1.45356e-07,7.66226e-10
1347.2,1.44821e-07,7.63381e-10
1350.4,1.44405e-07,7.61108e-10
1353.6,1.4532e-07,7.66031e-10
1356.8,1.45634e-07,7.67727e-10
1360,1.45418e-07,7.66586e-10
1363.2,1.44721e-07,7.62856e-10
1366.4,1.44637e-07,7.62344e-10
1369.6,1.44222e-07,7.60189e-10
1372.8,1.44752e-07,7.62987e-10
1376,1.44683e-07,7.62598e-10
1379.2,1.44174e-07,7.59937e-10
1382.4,1.44708e-07,7.62772e-10
1385.6,1.44361e-07,7.61042e-10
1388.8,1.44689e-07,7.62674e-10
1392,1.44602e-07,7.62255e-10
1395.2,1.43898e-07,7.58535e-10
1398.4,1.44352e-07,7.60899e-10
1401.6,1.45022e-07,7.64386e-10
1404.8,1.46874e-07,7.74315e-10
1408,1.45767e-07,7.68508e-10
1411.2,1.45312e-07,7.6603e-10
1414.4,1.45172e-07,7.65373e-10
1417.6,1.44409e-07,7.61206e-10
1420.8,1.44606e-07,7.62283e-10
1424,1.44231e-07,7.60329e-10
1427.2,1.45348e-07,7.66457e-10
1430.4,1.4535e-07,7.66241e-10
1433.6,1.45602e-07,7.67456e-10
1436.8,1.45861e-07,7.68856e-10
1440,1.45296e-07,7.65917e-10
1443.2,1.45533e-07,7.67136e-10
1446.4,1.43945e-07,7.58849e-10
1449.6,1.43509e-07,7.56474e-10
1452.8,1.44662e-07,7.62595e-10
1456,1.4536e-07,7.66252e-10
1459.2,1.44837e-07,7.63598e-10
1462.4,1.44511e-07,7.61809e-10
1465.6,1.44757e-07,7.6304e-10
1468.8,1.46322e-07,7.71377e-10
1472,1.46968e-07,7.74807e-10
1475.2,1.47616e-07,7.78126e-10
1478.4,1.46324e-07,7.71327e-10
1481.6,1.44465e-07,7.61527e-10
1484.8,1.45495e-07,7.66948e-10
1488,1.45172e-07,7.65184e-10
1491.2,1.44185e-07,7.60085e-10
1494.4,1.44488e-07,7.6176e-10
1497.6,1.44294e-07,7.60649e-10
1500.8,1.44525e-07,7.61911e-10
1504,1.43997e-07,7.59174e-10
1507.2,1.43924e-07,7.5872e-10
1510.4,1.44e-07,7.59067e-10
1513.6,1.44141e-07,7.59757e-10
1516.8,1.45336e-07,7.66086e-10
1520,1.44891e-07,7.63888e-10
1523.2,1.45511e-07,7.67134e-10
1526.4,1.4547e-07,7.66792e-10
1529.6,1.43976e-07,7.58946e-10
1532.8,1.44273e-07,7.60536e-10
1536,1.44081e-07,7.59561e-10
1539.2,1.4388e-07,7.58364e-10
1542.4,1.44793e-07,7.63149e-10
1545.6,1.45349e-07,7.66182e-10
1548.8,1.44165e-07,7.59962e-10
1552,1.43311e-07,7.55541e-10
1555.2,1.44977e-07,7.64258e-10
1558.4,1.44711e-07,7.62883e-10
1561.6,1.42946e-07,7.53488e-10
1564.8,1.43801e-07,7.58044e-10
1568,1.45305e-07,7.65984e-10
1571.2,1.44146e-07,7.59819e-10
1574.4,1.43912e-07,7.58523e-10
1577.6,1.44903e-07,7.63774e-10
1580.8,1.4602e-07,7.69724e-10
1584,1.46691e-07,7.73219e-10
1587.2,1.45456e-07,7.66677e-10
1590.4,1.44878e-07,7.63674e-10
1593.6,1.45838e-07,7.68749e-10
1596.8,1.44726e-07,7.62942e-10
1600,1.44056e-07,7.59285e-10
1603.2,1.44629e-07,7.62333e-10
1606.4,1.4471e-07,7.62747e-10
1609.6,1.44262e-07,7.60464e-10
1612.8,1.43962e-07,7.58902e-10
1616,1.43744e-07,7.57725e-10
1619.2,1.43871e-07,7.58383e-10
1622.4,1.44037e-07,7.59222e-10
1625.6,1.43189e-07,7.54781e-10
1628.8,1.43867e-07,7.58453e-10
1632,1.45199e-07,7.65484e-10
1635.2,1.44319e-07,7.60796e-10
1638.4,1.44007e-07,7.59141e-10
1641.6,1.44319e-07,7.60706e-10
1644.8,1.44291e-07,7.60668e-10
1648,1.44347e-07,7.60889e-10
1651.2,1.43277e-07,7.55273e-10
1654.4,1.43964e-07,7.58852e-10
1657.6,1.44217e-07,7.60326e-10
1660.8,1.4472e-07,7.62982e-10
1664,1.44687e-07,7.62676e-10
1667.2,1.43943e-07,7.58793e-10
1670.4,1.44533e-07,7.61851e-10
1673.6,1.43705e-07,7.57531e-10
1676.8,1.43966e-07,7.58938e-10
1680,1.44285e-07,7.60676e-10
1683.2,1.45141e-07,7.65126e-10
1686.4,1.44148e-07,7.59865e-10
1689.6,1.4416e-07,7.59898e-10
1692.8,1.44753e-07,7.63076e-10
1696,1.43314e-07,7.55451e-10
1699.2,1.43601e-07,7.57009e-10
1702.4,1.43474e-07,7.56278e-10
1705.6,1.4448e-07,7.61617e-10
1708.8,1.46055e-07,7.6988e-10
1712,1.45876e-07,7.68978e-10
1715.2,1.44852e-07,7.63676e-10
1718.4,1.43516e-07,7.56549e-10
1721.6,1.4481e-07,7.63368e-10
1724.8,1.44413e-07,7.61199e-10
1728,1.43011e-07,7.53909e-10
1731.2,1.43819e-07,7.58137e-10
1734.4,1.43314e-07,7.55531e-10
1737.6,1.43953e-07,7.5886e-10
1740.8,1.44928e-07,7.64118e-10
1744,1.44659e-07,7.62529e-10
1747.2,1.43358e-07,7.55689e-10
1750.4,1.43368e-07,7.55725e-10
1753.6,1.43154e-07,7.54554e-10
1756.8,1.42809e-07,7.52772e-10
1760,1.428e-07,7.52811e-10
1763.2,1.43566e-07,7.56822e-10
1766.4,1.44711e-07,7.62791e-10
1769.6,1.44579e-07,7.62138e-10
1772.8,1.43637e-07,7.57192e-10
1776,1.43636e-07,7.57157e-10
1779.2,1.43949e-07,7.5879e-10
1782.4,1.44215e-07,7.60209e-10
1785.6,1.43239e-07,7.55148e-10
1788.8,1.43448e-07,7.56148e-10
1792,1.42719e-07,7.52278e-10
1795.2,1.42791e-07,7.52671e-10
1798.4,1.43604e-07,7.56928e-10
1801.6,1.43358e-07,7.55659e-10
1804.8,1.43459e-07,7.56352e-10
1808,1.43159e-07,7.54714e-10
1811.2,1.42947e-07,7.53618e-10
1814.4,1.44039e-07,7.59289e-10
1817.6,1.44774e-07,7.63082e-10
1820.8,1.44902e-07,7.63745e-10
1824,1.4453e-07,7.61866e-10
1827.2,1.43855e-07,7.58361e-10
1830.4,1.44262e-07,7.60434e-10
1833.6,1.44534e-07,7.6188e-10
1836.8,1.44171e-07,7.6e-10
1840,1.44736e-07,7.62919e-10
1843.2,1.4449e-07,7.61677e-10
1846.4,1.44153e-07,7.59924e-10
1849.6,1.44411e-07,7.61332e-10
1852.8,1.44786e-07,7.63306e-10
1856,1.4398e-07,7.58967e-10
1859.2,1.43327e-07,7.55575e-10
1862.4,1.43732e-07,7.57582e-10
1865.6,1.43546e-07,7.5672e-10
1868.8,1.43191e-07,7.54797e-10
1872,1.43322e-07,7.55627e-10
1875.2,1.42981e-07,7.53762e-10
1878.4,1.43239e-07,7.55023e-10
1881.6,1.44075e-07,7.59412e-10
1884.8,1.42849e-07,7.53042e-10
1888,1.43348e-07,7.55568e-10
1891.2,1.43609e-07,7.56956e-10
1894.4,1.43192e-07,7.54805e-10
1897.6,1.44328e-07,7.60765e-10
1900.8,1.44514e-07,7.61899e-10
1904,1.44348e-07,7.61018e-10
1907.2,1.44218e-07,7.60214e-10
1910.4,1.42632e-07,7.51885e-10
1913.6,1.42544e-07,7.51453e-10
1916.8,1.43023e-07,7.53946e-10
1920,1.44371e-07,7.6106e-10
1923.2,1.4438e-07,7.61036e-10
1926.4,1.43773e-07,7.57913e-10
1929.6,1.42553e-07,7.5153e-10
1932.8,1.4357e-07,7.5678e-10
1936,1.43952e-07,7.58798e-10
1939.2,1.43624e-07,7.57147e-10
1942.4,1.42534e-07,7.51506e-10
1945.6,1.42823e-07,7.52934e-10
1948.8,1.43776e-07,7.57809e-10
1952,1.42332e-07,7.50244e-10
1955.2,1.42525e-07,7.51336e-10
1958.4,1.43872e-07,7.58353e-10
1961.6,1.43954e-07,7.58842e-10
1964.8,1.43904e-07,7.58608e-10
1968,1.44002e-07,7.59019e-10
1971.2,1.44551e-07,7.62007e-10
1974.4,1.4427e-07,7.60555e-10
1977.6,1.43924e-07,7.58641e-10
1980.8,1.42565e-07,7.5153e-10
1984,1.43713e-07,7.57539e-10
1987.2,1.44342e-07,7.60854e-10
1990.4,1.42983e-07,7.53675e-10
1993.6,1.43113e-07,7.54449e-10
1996.8,1.4397e-07,7.58865e-10
2000,1.44144e-07,7.59826e-10
2003.2,1.4401e-07,7.59123e-10
2006.4,1.4503e-07,7.6451e-10
2009.6,1.43974e-07,7.58928e-10
2012.8,1.43986e-07,7.59024e-10
2016,1.43922e-07,7.58706e-10
2019.2,1.43643e-07,7.57155e-10
2022.4,1.44536e-07,7.61863e-10
2025.6,1.42631e-07,7.51781e-10
2028.8,1.43357e-07,7.55656e-10
2032,1.43235e-07,7.54978e-10
2035.2,1.43352e-07,7.55695e-10
2038.4,1.43403e-07,7.55985e-10
2041.6,1.43563e-07,7.56756e-10
2044.8,1.44096e-07,7.59582e-10
2048,1.4421e-07,7.60217e-10
2051.2,1.44752e-07,7.63049e-10
2054.4,1.43032e-07,7.54007e-10
2057.6,1.43051e-07,7.54044e-10
2060.8,1.43808e-07,7.58079e-10
2064,1.44621e-07,7.62436e-10
2067.2,1.44369e-07,7.61182e-10
2070.4,1.43565e-07,7.56764e-10
2073.6,1.44272e-07,7.60533e-10
2076.8,1.42817e-07,7.52908e-10
2080,1.42792e-07,7.52747e-10
2083.2,1.44115e-07,7.59652e-10
2086.4,1.43943e-07,7.58733e-10
2089.6,1.44463e-07,7.61456e-10
2092.8,1.44618e-07,7.62318e-10
2096,1.43966e-07,7.58954e-10
2099.2,1.43516e-07,7.56559e-10
2102.4,1.44651e-07,7.6246e-10
2105.6,1.44963e-07,7.64172e-10
2108.8,1.44831e-07,7.63515e-10
2112,1.43682e-07,7.57446e-10
2115.2,1.43869e-07,7.58328e-10
2118.4,1.43414e-07,7.56006e-10
2121.6,1.43265e-07,7.55185e-10
2124.8,1.42981e-07,7.53773e-10
2128,1.44908e-07,7.63823e-10
2131.2,1.44567e-07,7.62024e-10
2134.4,1.43322e-07,7.55576e-10
2137.6,1.43081e-07,7.54215e-10
2140.8,1.43712e-07,7.57594e-10
2144,1.44135e-07,7.59808e-10
2147.2,1.43471e-07,7.56362e-10
2150.4,1.43504e-07,7.56578e-10
2153.6,1.4156e-07,7.46209e-10
2156.8,1.42318e-07,7.5024e-10
2160,1.43675e-07,7.57342e-10
2163.2,1.4345e-07,7.56134e-10
2166.4,1.43829e-07,7.58212e-10
2169.6,1.42755e-07,7.52578e-10
2172.8,1.4274e-07,7.52421e-10
2176,1.42919e-07,7.53366e-10
2179.2,1.43255e-07,7.55123e-10
2182.4,1.44266e-07,7.60496e-10
2185.6,1.44172e-07,7.59978e-10
2188.8,1.42414e-07,7.50726e-10
2192,1.42969e-07,7.53587e-10
2195.2,1.44438e-07,7.61466e-10
2198.4,1.43223e-07,7.55039e-10
2201.6,1.42993e-07,7.53801e-10
2204.8,1.426e-07,7.51881e-10
2208,1.43009e-07,7.53941e-10
2211.2,1.43991e-07,7.59109e-10
2214.4,1.43488e-07,7.56307e-10
2217.6,1.42399e-07,7.50568e-10
2220.8,1.4246e-07,7.50974e-10
2224,1.4294e-07,7.53474e-10
2227.2,1.43312e-07,7.55522e-10
